ph,TDS,Hardness,Turbidity
9.836030547,16103.36055,230.4719215,4.219118008
8.719764332,30681.12026,219.7788985,2.887725422
7.009601694,18628.69683,220.561996,3.121944851
6.492638846,14625.56136,172.8639603,4.667770161
7.814524321,17516.69936,180.3473084,2.901699556
9.652562935,8508.15373,205.2060586,3.192569799
8.00754122,8864.68648,151.7363219,5.25017306
,17561.27284,170.5500878,3.716659341
,33798.10896,204.7349975,3.845127166
7.386837696,29122.697,189.5958143,4.816705216
5.497580321,29493.42297,204.6828696,5.060114929
6.057828114,44868.45837,230.7176933,3.292249267
,23879.22676,222.8212131,4.235174415
6.268953337,24769.51139,185.7066466,4.674495973
,20661.41106,190.9292558,4.969149725
6.284984822,29213.62039,196.7750562,5.703287743
9.043095632,8273.591971,181.5666628,4.008499341
8.523062079,24207.29803,201.6084925,5.112376365
,19998.85902,183.4648531,4.183319911
,30630.75994,193.4002675,2.913048443
4.02905271,42327.16802,203.3868565,4.179656267
6.412707042,32333.84154,204.3580969,5.014144884
6.27629499,28653.47234,184.9520574,4.342759277
7.648877928,22510.97507,188.5069774,4.953533863
5.548181849,39997.7837,204.2598994,3.945460484
,17870.31525,216.6756187,2.604959925
7.468617019,36701.97435,240.3453052,3.384178841
,21051.36538,179.1494467,3.764703594
7.918150471,23823.49289,214.1866109,4.028958007
,10830.80125,191.7642561,4.266775395
,14579.82207,181.3746513,4.161749271
5.433242117,31157.11017,201.7812455,3.675717673
8.33951161,21295.74988,202.2016242,4.827704247
6.715719088,19966.7447,195.1905985,2.443008006
6.09801209,39352.77584,211.4540103,4.590616741
6.576845323,12772.09575,156.2217681,3.771313518
4.68109876,38748.41135,220.4761261,4.125750333
8.15121531,13699.68071,219.56005,3.523980506
,13584.49034,226.5483539,2.364558912
,27319.56903,220.8360348,5.666547311
5.669689566,20081.53795,194.130069,3.592133424
6.6249436,16360.5663,185.4109329,3.546696372
8.273643584,11120.70105,188.1607511,3.331583735
,25717.93618,241.8955146,4.306218231
,11954.70073,221.620058,3.282061393
10.50966863,16786.92541,213.8768725,3.505078834
5.171434094,44612.75136,207.2805308,2.949431503
6.9641983,27408.49933,193.7532798,2.395683182
6.548796521,13584.90025,205.168161,4.197305125
6.555439264,15405.49648,195.1579765,3.79204017
9.042582866,14149.49983,221.3201844,4.34844014
5.970578908,19952.30947,202.7455203,5.013281168
6.273805782,15130.15437,191.8503964,4.510405324
6.604007989,23564.57966,212.9784674,4.458966913
7.14394199,11553.03928,153.2363644,3.792840307
8.11644657,23985.86442,208.6891531,2.934697437
7.66518778,22993.72935,209.9972465,2.707129162
5.555352973,20503.43005,154.3006837,4.536145914
7.543931305,24227.96114,192.2345408,3.703191306
,11724.62332,218.5735482,3.56139783
7.340170884,12810.42316,210.1188126,3.919139533
10.01518906,9064.035831,210.126717,3.846547549
,19037.46264,188.7435625,2.72365054
7.846463341,6670.659354,233.9765794,3.885623898
,52060.2268,155.6757769,2.000757032
6.334162776,23460.82138,197.4823264,4.038829793
9.616095703,12538.97403,221.7598179,2.946643668
,29496.91016,186.5952548,2.475284464
8.892998479,22960.18064,224.078183,3.619132805
,14563.68265,195.8365726,3.957011709
8.1414299,15494.35984,211.7942673,4.350921901
8.165714933,16925.0123,203.4193307,3.92011648
4.931958445,31155.54022,164.6667686,5.045982883
8.977821883,20225.64292,198.996287,3.199999614
7.372611796,17606.88569,220.3871636,3.182521119
9.107330383,24678.32929,202.5147114,4.492139949
4.168248461,23863.71686,164.3512893,2.804525051
7.806909023,21299.31866,216.4731687,5.127910988
6.704635426,9727.761716,230.7669398,3.42217862
3.623165848,26738.52536,156.8989167,5.370205549
7.966856824,21440.73885,186.353361,5.115430914
4.595607756,13891.03853,204.8596598,3.978919807
,12874.44464,204.6690467,4.058942266
3.994497606,18682.27714,179.454192,3.379147351
8.907987118,33653.76196,202.4612113,4.641258532
5.898726325,21148.2419,198.3100198,4.899815187
9.514626622,16553.56244,215.725527,2.64503637
8.842463656,7839.31876,229.9644224,4.576728706
7.721078494,17248.61874,208.4385926,3.22395109
9.089421098,32238.07778,208.91472,4.430116016
1.757037115,41538.24273,147.5818314,2.96755413
7.725192099,20461.75904,213.9513281,4.163325537
6.729191489,31991.95875,178.4936319,5.112254251
5.085429353,33455.24099,173.5659711,3.96173067
9.545270521,25189.83062,212.0463911,4.983903465
,20049.2421,182.5339784,3.693510936
6.246264054,26408.88177,163.2180384,5.044454778
7.376449105,37191.11414,168.7500072,5.767354666
7.802426084,14382.90216,232.67028,4.363529881
8.596767212,15173.47115,202.3431875,3.238692933
6.436444496,19579.38955,192.9956648,3.415851385
7.333477726,16066.55212,233.7213551,4.772662701
6.144759038,19981.31519,210.9797475,3.082080496
4.725997721,34265.83058,175.9914868,3.644606541
5.393345914,28099.03873,172.5502615,4.633854752
5.624819996,9028.760345,215.8228726,4.355489162
5.768868031,31155.98882,184.3950028,3.092626379
,17749.29866,195.8746342,2.775635434
5.251353815,34768.93342,167.924336,4.072252323
7.688785916,29568.53585,209.1856253,3.918673156
3.681076271,26726.77111,144.2652699,3.893070403
4.897691707,14676.71627,169.2357683,3.894464333
5.842754601,13969.26156,202.0447753,4.490392564
,14472.39155,193.4101406,4.41481891
5.038316783,25866.10395,170.3604625,3.913695776
9.961247709,11939.76986,220.038186,3.246583097
7.417502637,24389.36289,198.705653,3.391240667
,37795.76332,160.3259716,4.441979836
5.099932005,21807.40013,189.6659365,5.159301249
3.633162829,28584.17581,179.3505767,3.349571655
8.860450854,24085.11214,193.7431052,4.677713327
10.13793229,15088.82765,242.005716,3.872018159
9.90081484,16233.13468,199.0837518,2.39500211
10.2684305,13753.99337,218.2166825,4.304689262
0.22749905,39028.59934,152.5301112,3.545741438
6.017260924,15157.26879,206.0143998,4.427712282
7.110845138,25043.5328,213.8863369,5.712792127
6.350290472,14905.39385,190.3837378,4.265233067
8.12934172,22982.92744,211.1233123,4.822043564
10.25281623,18158.84212,218.2797001,4.559836219
5.462355935,11642.149,187.7095327,4.486180492
9.239440361,14829.62421,212.5690763,3.471971127
7.071314192,20038.79642,213.619625,4.29372656
7.115895266,18463.88366,193.7067445,3.736020547
8.238996597,25046.79864,199.5945387,3.089923749
6.446252032,11104.25051,204.2535631,4.976957858
6.161779499,12229.64758,202.7569725,4.003547029
6.772156538,13790.2962,196.9000984,3.827255961
7.06184552,11300.23811,211.0916871,3.958248504
4.638250259,34261.98589,182.4196209,4.124537825
7.678966889,7472.50648,205.4799184,3.718981559
8.137713063,33786.71631,178.7166329,2.743866752
7.481397772,13781.78028,186.0747655,4.03997629
8.082148076,28407.66103,185.9324194,3.373484514
,27983.17942,210.6273585,4.290393224
7.702183099,18126.03096,192.1375306,4.382159162
6.750761186,23642.9926,207.2545054,2.777726265
,22387.31575,219.7060481,4.649365028
6.323942073,23234.78893,185.9924106,3.575010576
5.403883692,11571.42154,199.0166741,3.189942299
5.699873488,31977.37014,159.4356011,2.416402098
7.694264582,22673.03447,184.8363006,5.707192759
8.581428694,20590.71211,186.6016211,3.388448222
9.888941401,19892.38891,220.638823,3.75016351
3.426450368,21839.69596,154.7117245,5.97805394
8.370440489,15063.81497,231.4425533,3.21063541
,13286.15658,204.852187,4.26852452
8.390500572,27032.14226,215.295518,4.150359337
7.58194468,21675.68287,193.2864626,4.833345774
9.850054687,35289.23711,208.740232,4.521836127
5.225683807,16276.3986,185.050444,3.695746982
9.663653196,13213.57825,233.487268,4.741944305
,26210.11601,158.7629592,5.010163393
7.935607325,19657.84331,207.0168521,3.619650737
8.92814208,27884.43425,197.6485302,4.111101546
6.920342899,16689.7996,207.8213631,3.266213475
10.53809844,13867.2442,200.1398287,3.823092676
5.729302912,34573.67879,162.8575851,3.556394812
5.335688809,37993.18275,178.6401187,3.921976381
,38977.3308,177.1740208,3.261591731
6.769834881,34596.00187,177.173258,3.655789569
6.848329601,15908.64209,195.4514824,3.732202018
,12856.72862,231.1598241,3.30829418
,27064.41841,205.0887889,4.599572634
,28224.77418,155.8643817,4.930189986
8.589202344,7263.056749,233.7279746,4.041445671
8.473649323,36412.48826,182.9971987,3.487816307
7.591346094,25383.76518,199.2553218,4.515150114
8.137767883,24172.70331,203.8618673,5.003825786
5.35256598,27795.73204,150.4952143,4.779187009
7.998090254,9609.740605,241.0002765,2.626546784
11.89807803,8296.550611,228.1326732,3.024968487
7.442536475,18223.02708,180.8590906,2.191138422
5.140800528,21407.61429,209.3585612,4.192257449
,9783.368727,242.4134292,4.626701023
6.947915534,10337.5417,219.5943849,3.685079273
9.622105987,30307.21767,182.9097278,3.975571849
5.361211666,24709.72886,171.315543,1.81252894
4.909518983,13652.60203,186.1907032,3.785506644
6.376408434,33046.72761,182.1210382,5.404045773
3.94012546,25911.32168,163.1716531,3.478004808
6.916825973,29263.55407,210.8604386,4.598622246
9.146557556,6787.48466,226.0934249,3.210881939
10.26841472,14694.42062,225.0742181,5.199864588
8.787667941,7035.133797,232.4626372,3.489945595
7.36876853,18452.02299,213.1970192,3.813881276
9.352719753,23558.55475,207.4651604,3.398264165
9.393148442,20592.25894,215.0513646,4.665681059
7.296572875,22535.08516,197.6469506,4.679168643
8.900864697,9592.151333,211.3068119,4.51875067
8.107244313,18364.83142,228.1718587,4.688271256
7.804368874,14160.68677,216.6738691,4.075556975
4.666148131,35680.06788,171.2887001,4.556863752
10.90507641,16099.1519,207.0048366,3.720264379
4.739548767,27215.90274,162.2468857,2.942348225
9.869231935,29549.65882,223.7726613,4.736849577
,19575.47536,182.5822278,4.32920405
5.827541212,25863.34324,191.0049304,3.179128741
0.989912213,16922.8539,133.2169416,5.160603788
,10443.79653,235.2405873,3.900508521
9.485832873,15357.83337,218.7382355,3.221129819
6.435722717,9363.853988,214.7246693,4.925339107
6.365497241,7040.737621,205.0565358,5.125416576
,23828.20768,202.4751623,5.266367539
5.452214926,14446.81239,199.2284675,5.19053381
,21852.43794,215.9665791,5.076362464
5.433466239,31421.73163,177.8283023,2.871196031
7.374775414,12285.89148,217.6986438,3.592264728
,25954.03176,175.7085533,2.951395753
5.226941884,28398.5542,177.3196034,2.259550289
4.594209164,27981.09119,185.6328581,4.917909887
6.784133024,12827.62101,212.4423382,5.035822844
6.400256164,15936.24736,172.2990001,4.561493819
6.839415898,28508.6378,166.8669704,2.854526552
6.901863449,20442.61501,164.7234862,4.047907292
,22462.11329,191.5548152,5.260301115
7.888843574,15824.78873,228.4883938,3.630523985
5.527633483,22095.63716,218.5189231,4.59113705
6.492403122,18607.21319,234.914512,4.383394692
6.684699737,34157.18447,193.8409311,4.030659831
,24108.12755,196.3346728,5.034682957
6.223677775,22423.49521,238.0842107,3.919575057
4.758648347,23603.06542,203.5378325,4.405508764
7.440825031,17259.8523,183.3627126,2.496342612
8.054885744,12642.06595,200.943484,3.514097775
7.061830972,24991.76602,215.946322,4.299018587
,12666.00532,214.7378307,5.00587853
7.611609817,25063.68301,222.2522695,2.87326121
4.691438315,32182.26232,200.8894064,2.730792274
8.064170137,8712.002588,209.8393334,3.246077223
4.292966858,30434.26912,212.8086454,2.804923583
7.865756954,16147.00195,184.9129171,3.738618343
9.085637102,9001.658753,238.221968,2.544020276
6.592442508,9381.239931,242.4804727,3.060827354
7.032818726,29370.26418,168.8223953,3.633373289
8.990317234,23728.29401,195.8090284,4.494544339
8.561218924,16686.31276,205.3668311,2.813888599
6.739157692,30950.6811,156.4827594,5.214484016
,20827.98384,209.4268373,4.23825298
6.492627157,34314.08709,213.0653848,3.378778493
6.753128353,18222.93196,191.9829945,5.102516757
5.039373609,40829.35317,142.860598,4.957419783
8.296344056,17468.9998,198.1970512,5.400810789
5.455599352,37620.24847,152.3867347,4.476348715
7.918183321,20012.17298,224.1520045,4.764193594
5.01804587,27317.09944,194.6681671,5.035153707
6.495435285,32775.63258,252.0109026,3.39047054
,28184.90053,203.0502439,4.456104061
8.783167624,16183.58665,218.0328398,4.274136884
,28499.10733,184.7506979,3.403269587
8.159666704,17068.29886,215.6482163,2.957194849
7.685396843,7324.701425,230.3357076,4.179187128
7.762020745,15548.41667,173.636742,3.256301329
7.207931097,18493.87218,204.0103465,4.705561884
6.9870415,19472.62433,169.7271158,4.475161103
4.692196563,24211.63077,221.5477734,4.009006062
,9840.78282,219.7257126,3.183435323
4.059431468,25770.00672,200.3830795,4.330321564
8.389945659,17674.70615,213.6656848,3.569717312
10.69553249,10571.77038,220.4510783,4.154845328
6.791696907,21467.95087,175.8943459,2.817391374
9.953952112,3773.281147,232.9490019,4.052905069
,9836.401847,218.9864062,3.837256627
4.489783796,14906.04792,188.2519391,3.776225631
8.020869103,21759.36393,175.8736762,3.442121236
5.090035332,34094.05718,174.2663575,4.83886228
6.466874709,14848.12949,214.3372704,3.408168792
6.702496216,29057.22762,208.5537845,4.267952934
5.766204134,27700.12195,179.5726525,4.47201817
6.571099217,23372.88265,207.741025,4.555949236
8.509220049,10587.30493,200.3043481,2.519891581
5.953981878,32241.07961,186.4570837,4.071916487
5.403196492,27509.89342,185.6435227,3.871463111
5.596929951,23930.37455,162.7246723,3.506764606
10.63290961,12958.74846,198.3780118,3.722454851
4.916819229,22829.12321,162.4567843,3.836703239
7.183095932,13501.67797,200.368159,3.806539439
5.923441415,25951.55404,167.6586022,4.10736363
7.377036504,15340.95184,175.0082757,4.531658688
7.833495881,28338.98146,220.9574326,5.580829963
4.745764371,33153.81298,186.3031371,3.699146259
9.055825785,20226.28794,196.4758989,5.45691283
5.492155983,26422.09789,176.2714037,3.294129366
4.487517479,36860.4689,199.0514027,2.765722248
7.027185659,30988.97302,185.3207014,5.35304334
10.20064451,8016.202938,182.0806013,5.174719759
6.784279329,17569.57982,140.3667086,4.045547056
8.080415244,18136.12886,166.8917001,4.070824292
,14017.37207,191.348259,4.167336457
7.344975869,5689.804405,182.3069422,3.418763195
5.923739955,33306.01254,200.5612126,3.884460371
8.285395275,19096.82237,196.5520678,5.438487907
5.949518764,16898.8083,160.4426313,4.072197622
,34160.92514,192.2021681,2.998335472
,35971.02511,215.9971166,2.934137001
5.296578804,39537.08646,220.0808324,3.918469801
10.28206797,8108.297322,198.5463635,4.572923004
7.016836113,18014.9957,167.3621871,4.101397991
6.871607245,19557.99372,197.5170934,4.180389312
,8985.911807,214.1723298,5.504749397
8.274069059,18091.20261,195.8033305,2.575423028
8.238878989,11451.31222,198.2134051,2.784712797
5.791154373,20288.23557,190.4316792,4.104834817
6.153368957,22052.03462,237.1398278,4.030337485
7.303051906,22053.01026,196.9528752,4.14486994
7.5926723,14912.22551,177.0808395,3.341426728
6.784116115,12736.865,189.6083467,4.072186608
5.606856131,32423.46269,211.5130972,4.070966098
,36290.74611,223.4431113,3.817778953
4.922045466,38494.72025,197.2872066,2.291694536
5.700784947,27365.10636,185.9222471,3.978141279
,25338.61934,215.5784642,3.13400015
10.67805626,7066.376917,168.6957663,4.308256961
7.602121475,11346.14345,199.3531655,3.698874769
8.846281957,17734.94963,188.4150006,2.925037558
6.751698586,26325.8177,203.4004519,3.756006672
,13597.89604,148.1031295,3.619590635
,12519.09066,202.0798645,4.43921524
5.088213197,39125.2092,159.9626123,2.600618679
6.954907217,21895.2857,159.7663994,3.169714976
8.983811794,15158.72175,204.6485152,2.445673388
9.519659984,17258.18835,204.0809451,3.994556136
4.700392724,35216.53427,195.3528073,3.481943696
10.38613293,17982.38726,200.8911924,4.921340625
5.746529194,35633.26851,183.4717941,3.808372006
,11125.44354,192.9703798,4.699120987
,25253.07906,248.9546551,3.941073832
10.8112895,11848.22827,209.10305,4.416183694
8.966835973,16764.85476,228.6913547,3.654354962
,5699.504942,212.449974,2.27639196
6.848805453,20555.55957,204.8127108,3.130044763
8.861701557,15247.12803,200.6122986,3.579107242
4.252985001,20497.82222,149.9386547,3.58830042
6.729829904,23114.03183,229.4077836,4.724321913
5.924540482,44376.18738,186.6200684,4.224342509
6.783888468,13677.10644,193.6535806,3.250022229
7.390896679,25574.09172,219.3359778,4.325131645
6.470151959,30594.28067,176.7363757,3.125391112
6.93039147,25780.05908,190.1893878,3.699796036
9.302441188,5230.63043,236.5807942,3.675985498
7.421997644,15772.65317,220.3853144,3.603609581
6.583064856,17977.69394,163.3616035,3.772858553
6.204429354,35439.68784,211.640958,4.106807505
9.066628054,22710.45837,203.3841234,4.055421251
4.713116701,20070.56779,209.3420509,3.923356036
10.58138599,11298.45009,213.7764386,2.966945651
7.574261237,8672.527773,227.9846646,3.686758983
6.138785152,20129.97882,158.422129,4.677289618
5.276323544,42063.8744,186.3825903,3.883029041
6.776879088,19663.79131,189.4388127,3.322065007
7.239415921,13911.82663,211.8728279,4.531825295
6.552279123,15362.45238,190.547678,3.443385019
8.408766231,27662.3971,210.7954061,2.372791477
7.986398706,20447.49013,202.0939398,4.814779191
7.366915284,14151.76008,185.0435967,3.051316563
6.062738419,25842.58128,224.8411806,4.369454697
7.8564711,5619.135558,204.7834281,4.534681098
5.15839641,35086.39696,189.2957887,4.645852435
,17439.44406,197.5707363,3.458320001
6.39908051,23037.07683,230.0279326,2.620538023
7.394255556,29917.82021,207.9630384,4.263192772
4.443850856,24070.26365,240.1679012,5.038118946
8.247148271,9913.963346,175.9118303,3.94196926
4.902158989,28278.78928,214.6437558,3.499048523
6.86313625,23610.51756,194.5866593,4.319777195
6.66953238,16246.17319,190.7511649,1.964863097
7.595669984,13486.14219,207.1154702,3.403393177
8.163076383,20335.67651,183.1618528,3.287243971
8.87027826,16854.12946,193.3699479,4.182740665
8.769676022,13969.43886,215.3687416,3.776718462
4.737391257,30684.21164,215.5295107,3.853388072
7.790874862,24061.3496,196.4787124,3.076214341
,26493.07621,238.4095981,3.241267187
6.0873061,11628.33668,214.556086,3.666671803
7.651294226,11699.13355,200.7170513,3.258041647
4.771490669,48002.0846,200.3740756,3.936972573
,26913.37349,190.6306362,3.452821864
5.392057607,19900.40784,198.0171652,2.978925445
5.477283049,29046.08352,165.4360934,6.35743852
6.364155674,22958.00999,193.5069028,4.764412042
,39942.9539,226.7656465,4.863377535
8.347949483,13533.23003,231.2031014,4.217861431
6.615981652,20919.05143,194.980636,4.635709127
8.312379503,8727.247349,203.7445475,2.98809301
6.836224939,24293.17266,166.7429616,3.666613686
6.385470898,26756.918,231.4884577,4.681716653
6.490037175,19397.32389,205.5415172,2.430883294
,24873.62278,236.3569746,5.284233272
6.648849186,30733.50384,181.6881221,4.827527398
,21174.40848,210.9797468,4.217553378
9.323583858,15751.1753,212.7106698,3.006650222
4.581968728,33897.0682,186.0979153,4.500207625
7.884841993,21733.82804,229.2426598,4.631640754
6.168838539,24827.51664,238.3010478,4.435760073
7.230845307,17864.68939,177.5748031,5.622018081
,3900.913892,235.0045977,4.071343675
8.693104326,13283.77805,184.7728094,2.898223061
,32981.23946,194.8060914,3.231679693
4.797460182,21280.24656,190.3151268,4.038502789
9.319176393,14294.24035,199.3335654,4.129230416
7.581687577,11989.24624,180.7491402,4.457282487
5.348213659,11797.92092,232.6685087,3.31116811
5.487876363,20162.01862,179.2069831,4.223576482
,40710.52439,206.577843,5.486132309
8.315959071,16123.30445,221.2702228,2.760212574
8.551077748,28909.29028,216.4159321,4.04637969
6.013160966,21573.74757,218.8432561,3.455622541
5.744067537,28391.99819,173.8508816,3.171655208
5.218989651,27007.88691,164.7909916,4.383942554
,25959.6139,240.4297868,3.358353455
7.458707683,10513.29678,207.7865734,2.938082397
11.02787986,13124.10564,228.3227976,4.178897909
6.72958019,17975.55323,242.1641459,4.003458052
4.1502143,41489.63981,174.9267412,3.502370872
7.159398311,28954.80101,171.8161053,3.254926497
,13927.00251,235.4174567,3.66264816
6.209697437,22610.76871,169.3185048,3.893766831
,10490.83899,178.7777161,4.126407533
9.608533594,4544.841718,231.3402282,3.042796944
5.375895979,56867.85924,153.7128743,4.17421964
8.69712216,27752.00024,166.4527742,4.180567593
7.748928548,18939.93665,198.8430942,3.136945007
7.117917746,20067.57279,216.1163186,4.213567957
8.31002902,40936.15339,212.6982764,4.775784922
5.524296531,26220.17421,157.1424243,4.033391218
10.20142576,8918.8926,190.799079,3.964449588
5.368125754,32619.31297,190.9379793,2.004142586
8.937802408,10562.46054,147.9168921,2.831234426
8.124207826,26489.1147,207.5095152,4.724456578
7.184973119,25234.42797,201.0792194,3.665410662
5.499489286,13902.96865,230.3087747,5.846826958
,8904.799818,256.6734691,3.371680094
5.319769073,22390.79557,204.202072,2.92573204
6.369111631,34456.80113,235.3409427,2.275903461
6.733493842,27430.44173,197.5626646,3.178003605
6.883015402,14298.41046,210.5022172,4.102291769
8.013516429,20375.66827,225.156452,4.44490059
8.272055091,24196.52268,204.2253291,5.140207743
8.746985976,22174.78114,148.3937237,4.763730536
8.154840855,25620.77137,202.3173348,3.696327575
9.045720545,22829.11084,222.1841691,4.213700444
8.922409559,13291.92261,207.5207264,4.081728016
5.961301572,23926.07882,182.108995,4.919585047
,20113.89757,205.4389768,3.651864699
8.184410006,17944.85238,166.6365538,4.5990822
7.636454091,18136.26158,238.9360743,3.332906497
7.775385593,15704.48209,193.0771683,3.309471716
7.617148871,27080.26872,196.606942,2.391540006
6.664934584,16477.35081,218.7700084,4.502138214
,30646.81528,182.1618803,3.855772964
8.815357953,26780.69179,208.331084,2.87588018
7.765635562,13736.34204,173.1855689,3.21444964
6.225152013,29533.60883,169.7411715,2.770822653
,15893.67441,223.7204305,4.157927298
8.56704382,23683.11019,160.217867,2.804926824
6.994194675,23027.38526,216.6653186,4.398900709
3.344588533,55334.7028,156.4799268,2.575141031
,20063.49033,198.6549758,4.565423282
,21762.61415,192.2541619,4.344804944
7.774468469,22316.39828,216.7528722,3.891097334
,28894.47697,172.7314328,2.959749614
7.203438849,22826.4847,168.4453579,6.389161009
6.150487601,6342.502843,240.8884224,3.551655811
,9660.658302,225.9590923,3.959293615
6.767523658,21162.72673,203.7510557,3.300253498
8.037430327,48410.47101,148.4153089,2.506238127
8.177174974,18626.14931,210.44877,3.325638986
6.744799075,20215.69752,204.0843182,4.86854263
7.603775446,11459.62244,214.682778,3.584985024
8.546145555,23349.48542,177.8462444,3.505300168
5.432512085,14970.64724,231.3515758,3.874425315
7.71408936,27336.96262,194.7382822,3.182582857
8.154531511,21361.19705,168.0989354,2.460464867
,23094.87239,190.2191676,2.9770474
7.845879929,13769.86024,193.7849998,3.667154205
7.156424495,27025.20696,197.9935375,2.958414712
5.694694238,7998.674511,240.7121821,3.8706108
6.707685556,17435.34021,199.2853743,3.822668715
4.775221956,13978.17266,231.9985786,3.223080865
,19947.43447,200.3152357,4.387208418
,17537.98962,205.1283035,2.999702321
8.501711439,21289.17959,193.9089061,5.612295662
7.741245059,22824.69947,218.2371865,3.741143366
4.187490815,21809.70983,208.3741881,4.592959344
,45141.68604,142.1455656,4.604724796
7.808012212,17037.72537,179.7999166,4.165549906
5.895948983,37118.25544,187.1536166,3.659652968
7.269652253,31161.36839,155.1575203,3.789236757
,12036.64304,213.0411915,3.89891586
9.489600966,40032.414,167.8876287,4.300694899
7.457979827,14733.45876,183.4613095,4.497730796
7.992320364,17076.66379,230.1795734,4.342796788
7.746343115,21670.59366,212.2746448,3.678686031
8.27579563,22013.96491,163.3559608,4.72133955
6.879959452,44586.81265,163.5933393,5.688206949
6.799375518,7986.493239,239.0576795,3.819985377
8.167767663,36185.67854,144.9029318,3.41068554
,19692.46439,214.6573313,3.261651399
4.736404607,28698.72996,203.2764198,4.995601766
5.95392389,11930.62479,226.9350617,3.968647163
6.578998162,22389.38049,198.4092471,3.690929417
8.775485734,22113.39145,157.3542892,4.393944466
6.850302032,40588.43383,167.9850397,3.08029671
8.757110512,31040.88449,185.4193669,3.80879301
,21687.47345,213.0002175,3.242545448
,34383.59764,178.1548555,4.005892992
8.073278952,17106.43865,191.8155235,4.854312786
5.078274175,18125.6384,185.0883849,3.631042314
7.444914015,25489.07503,203.0687456,2.571391506
9.434005875,20474.82082,158.38784,4.201054364
5.905906954,13464.48716,223.1418815,2.917284056
5.803496976,19451.7676,193.2009914,2.181714167
7.617151922,33744.16681,182.689825,3.422543431
9.008464334,35021.7741,148.6140018,3.911014707
5.422445768,18542.95745,205.2660804,2.91175139
9.778181813,23335.67421,155.9374414,4.143365319
5.204938763,17818.39449,232.8827254,3.439561019
4.872560878,16960.43463,224.7051051,3.918005799
7.793914804,25506.91224,164.9589475,4.220027671
,2808.025756,259.1449277,4.081328787
7.058182608,26608.92915,187.9471911,3.613834771
7.890354274,32160.53392,180.158098,3.209588058
7.535700191,14829.74597,221.7924809,4.208354354
7.202534416,11889.25063,207.8281164,5.702504528
,27716.33872,188.6105177,4.398059123
8.722143777,28301.51695,151.621132,3.274628642
8.352635176,33662.38905,134.7505122,3.939011353
6.284385791,18526.26169,222.6887949,5.030712169
,28415.18435,195.5544285,4.052367138
9.30566048,39498.65929,163.9260265,4.485070147
4.923178856,15990.14923,208.406673,3.329600783
6.14301848,34865.32463,147.4719727,5.37040341
5.744504157,19457.63948,208.0700518,3.53350015
6.616649175,17063.17211,201.7808472,3.881767178
7.62349992,36267.26666,170.4275723,4.764995184
7.860106422,34591.67815,182.0419862,3.499774684
7.393110153,13215.70638,205.9911566,4.431739047
,24793.45568,176.7799465,4.641041336
5.579517093,13289.20165,223.616393,4.043914693
4.303574607,7323.302301,227.0070858,2.010537157
7.310715696,21989.76744,185.8171404,3.57882634
6.417702476,33360.17072,185.3121832,4.046305672
,23614.70296,181.3018739,3.89406116
10.77431809,38037.35307,163.0951058,3.229834159
5.036453976,29258.73814,190.1645202,3.534665425
,24590.12593,204.8605046,4.318271773
10.41504401,34535.55385,167.4225811,4.209136505
8.41860665,29313.78335,191.8670896,3.44284782
7.808641136,15694.50719,200.71487,2.472720325
7.55796363,32833.43117,156.4618716,3.292270153
11.24450714,43533.65785,169.4036547,2.929952739
5.728823779,12932.59039,197.1918394,4.41217355
10.48680842,26453.00335,185.0879142,3.804352132
3.792125732,16929.2902,218.4908565,4.620685586
5.716251354,19393.46986,184.229295,3.433135385
,30430.21175,182.3172561,4.536122682
5.473603398,14608.36315,218.5131453,4.957822241
,37861.44001,178.2336595,5.113869706
6.770926884,26880.22004,181.8180655,4.91053382
6.043360084,24856.60711,188.6623289,4.745247517
,23572.1578,212.4800362,3.09381445
6.320427823,11682.22932,210.3100428,4.553380743
9.185417502,18073.96859,165.6415024,4.186674618
8.684778672,40799.36033,161.1242048,3.877349185
7.961721463,11551.21568,224.3167604,2.286943495
5.484151254,19378.35907,196.7912512,4.43885846
7.186931122,34510.753,177.4865333,4.275645348
5.470802484,18295.37092,213.1604785,2.962852429
,17382.42737,195.0195691,3.843405196
9.792727769,30249.17085,161.0578814,3.729120402
3.637170625,10102.48972,238.9437443,5.446565703
7.064789081,20567.14593,188.3917252,4.401627835
6.632031569,24161.25498,201.6699331,3.38629429
5.913956688,13086.64393,215.4978821,5.648605949
9.484703254,56351.3963,122.9069908,4.132274238
8.447404488,19583.05735,163.9499045,5.21830711
7.727421141,18767.94163,227.8427196,4.60180209
6.859323726,27567.37567,179.0688055,4.501980015
5.846786697,19417.76721,212.1620435,3.371110881
6.300001767,40682.144,172.3502811,3.709437181
6.646469922,5516.874953,251.8362482,4.387601742
7.313446756,23154.06232,158.7074718,2.220639923
6.572656389,14598.95191,192.6473336,2.820927249
6.002414612,16136.43327,196.0029378,4.315308015
,14101.86929,212.9091318,3.62463525
5.93605711,18061.69757,222.9223068,3.940282339
7.591089848,17444.6714,195.6658004,4.531196013
6.875746152,25422.33855,192.0236594,3.397302572
8.016279103,14034.4858,211.0293038,4.308222881
8.783596632,19471.46544,199.9302784,3.470885424
6.911698241,25612.14891,179.2136742,4.616641008
8.719240207,17430.91972,181.0131002,3.912836037
5.974583248,22543.25629,197.1027246,3.721974696
4.429378735,8746.901717,256.2125652,4.271167637
,30211.83299,134.6792566,3.840888762
